Index,Bankrupt?, ROA(C) before interest and depreciation before interest, ROA(A) before interest and % after tax, ROA(B) before interest and depreciation after tax, Operating Gross Margin, Realized Sales Gross Margin, Operating Profit Rate, Pre-tax net Interest Rate, After-tax net Interest Rate, Non-industry income and expenditure/revenue, Continuous interest rate (after tax), Operating Expense Rate, Research and development expense rate, Cash flow rate, Interest-bearing debt interest rate, Tax rate (A), Net Value Per Share (B), Net Value Per Share (A), Net Value Per Share (C), Persistent EPS in the Last Four Seasons, Cash Flow Per Share, Revenue Per Share (Yuan ¥), Operating Profit Per Share (Yuan ¥), Per Share Net profit before tax (Yuan ¥), Realized Sales Gross Profit Growth Rate, Operating Profit Growth Rate, After-tax Net Profit Growth Rate, Regular Net Profit Growth Rate, Continuous Net Profit Growth Rate, Total Asset Growth Rate, Net Value Growth Rate, Total Asset Return Growth Rate Ratio, Cash Reinvestment %, Current Ratio, Quick Ratio, Interest Expense Ratio, Total debt/Total net worth, Debt ratio %, Net worth/Assets, Long-term fund suitability ratio (A), Borrowing dependency, Contingent liabilities/Net worth, Operating profit/Paid-in capital, Net profit before tax/Paid-in capital, Inventory and accounts receivable/Net value, Total Asset Turnover, Accounts Receivable Turnover, Average Collection Days, Inventory Turnover Rate (times), Fixed Assets Turnover Frequency, Net Worth Turnover Rate (times), Revenue per person, Operating profit per person, Allocation rate per person, Working Capital to Total Assets, Quick Assets/Total Assets, Current Assets/Total Assets, Cash/Total Assets, Quick Assets/Current Liability, Cash/Current Liability, Current Liability to Assets, Operating Funds to Liability, Inventory/Working Capital, Inventory/Current Liability, Current Liabilities/Liability, Working Capital/Equity, Current Liabilities/Equity, Long-term Liability to Current Assets, Retained Earnings to Total Assets, Total income/Total expense, Total expense/Assets, Current Asset Turnover Rate, Quick Asset Turnover Rate, Working capitcal Turnover Rate, Cash Turnover Rate, Cash Flow to Sales, Fixed Assets to Assets, Current Liability to Liability, Current Liability to Equity, Equity to Long-term Liability, Cash Flow to Total Assets, Cash Flow to Liability, CFO to Assets, Cash Flow to Equity, Current Liability to Current Assets, Liability-Assets Flag, Net Income to Total Assets, Total assets to GNP price, No-credit Interval, Gross Profit to Sales, Net Income to Stockholder's Equity, Liability to Equity, Degree of Financial Leverage (DFL), Interest Coverage Ratio (Interest expense to EBIT), Net Income Flag, Equity to Liability,cluster
2443,0,0.565641301,0.615460096,0.604422078,0.620958792,0.620958792,0.999295855,0.79780711,0.809618147,0.303570449,0.781884782,0.00011182,6890000000.0,0.469890877,0.000132013,0.22805952,0.216762884,0.216762884,0.216762884,0.267183511,0.346891137,0.036979899,0.152919143,0.226783159,0.022096795,0.848030511,0.689426725,0.689426725,0.217593972,9470000000.0,0.000472337,0.264114818,0.388966506,0.007622441,0.006773036,0.630729031,0.009555987,0.151343834,0.848656166,0.005398675,0.379976425,0.005365848,0.15293859,0.225857778,0.396273963,0.094452774,0.002195327,0.002881089,986000000.0,0.000168699,0.028064516,0.016124436,0.409940978,0.012989864,0.77770729,0.414680192,0.460639421,0.292238188,0.006687177,0.013746981,0.112575095,0.358767918,0.277293926,0.002771234,0.704784953,0.734211151,0.332250897,0.010091885,0.951975128,0.002811797,0.012278342,0.000223431,0.000206206,0.593949368,0.000386729,0.671603401,0.265573448,0.704784953,0.332250897,0.119911969,0.673336774,0.464398034,0.653288354,0.320360058,0.038030894,0,0.837787003,0.006796499,0.623925017,0.620960247,0.844001318,0.281709414,0.026818906,0.565287324,1,0.024005377,1
2453,0,0.780139424,0.875599651,0.869157878,0.640071203,0.640071203,0.999592118,0.798052249,0.80995002,0.303379023,0.782272713,0.000121881,7570000000.0,0.472761128,0.000212021,0.0,0.32004551,0.32004551,0.32004551,0.515363525,0.372144019,0.095376378,0.375865158,0.428184078,0.022436608,0.848356819,0.690148127,0.690148127,0.217681693,0.000202418,0.000950912,0.27063431,0.392282329,0.013774684,0.012045735,0.630636567,0.004971776,0.104120688,0.895879312,0.005362273,0.372766354,0.005365848,0.375804061,0.400022623,0.404144835,0.191904048,0.000655352,0.009635509,0.000118083,0.00029806,0.041935484,0.015651484,0.424866014,0.009426035,0.848208327,0.587678176,0.633995716,0.111982928,0.012353329,0.00682591,0.086767741,0.367490702,0.277074508,0.004022787,0.782401674,0.738150236,0.329715602,0.003754897,0.978901697,0.003002743,0.030598889,0.000189015,0.000180348,0.593992596,9250000000.0,0.671598864,0.318043191,0.782401674,0.329715602,0.114396228,0.684530517,0.469335172,0.656126421,0.320560931,0.021279659,0,0.934402392,0.002133939,0.624279798,0.640068624,0.849953062,0.278384587,0.026792356,0.565164106,1,0.036371434,1
2454,0,0.579729927,0.626362843,0.622142513,0.612865565,0.611943095,0.999131316,0.797625884,0.809495241,0.303598003,0.781772361,0.00013171,6300000000.0,0.472023016,0.000169017,0.188075716,0.204668998,0.204668998,0.204668998,0.255554505,0.339499187,0.044375879,0.130445403,0.212171424,0.022104349,0.848058156,0.689590355,0.689590355,0.217614616,9980000000.0,0.000600303,0.26463389,0.399929213,0.013103859,0.012120596,0.630623211,0.004627983,0.099313723,0.900686277,0.006073673,0.369756846,0.005365848,0.130473724,0.208272378,0.402242428,0.181409295,0.00058231,0.010872823,0.000238841,0.000577964,0.04,0.010290381,0.39778612,0.002316021,0.851041115,0.652778382,0.679940731,0.27715502,0.012176529,0.015012853,0.0976996,0.370199951,0.277049297,0.002747796,0.924013538,0.738176165,0.330064418,0.0,0.955636198,0.002532718,0.026761979,0.000171928,0.000170573,0.593983208,0.000195785,0.671618304,0.138973407,0.924013538,0.330064418,0.110933234,0.727188531,0.480592523,0.660916939,0.326414998,0.02235971,0,0.843390257,0.001485236,0.624234792,0.612862777,0.843355027,0.278135707,0.026793911,0.565171495,1,0.03825472,1
2462,0,0.685175255,0.717019189,0.70308903,0.61664913,0.617312155,0.999224216,0.797685924,0.809527009,0.303508574,0.781800431,0.000124887,5230000000.0,0.481772812,0.0,0.237979553,0.21693144,0.21693144,0.21693144,0.301030538,0.3475985,0.082384258,0.196400945,0.26097763,0.022130503,0.848070826,0.689466168,0.689466168,0.21760116,8250000000.0,0.000490628,0.264490135,0.38960918,0.021330979,0.010276524,0.630612252,0.003232749,0.077123076,0.922876924,0.00654678,0.369637181,0.005365848,0.196386405,0.259814494,0.403331623,0.302848576,0.003690666,0.001712941,6360000000.0,0.001223257,0.052741935,0.017331786,0.407159494,0.001797898,0.909907312,0.418204422,0.811109287,0.301367371,0.010614891,0.022118303,0.071981874,0.393825651,0.2773281,0.028007756,0.866600155,0.74084422,0.328752576,0.0,0.964621693,0.002628676,0.042487686,0.000109417,5530000000.0,0.593975394,0.000119024,0.671598992,0.114582769,0.866600155,0.328752576,0.110933234,0.73037444,0.487420964,0.700848032,0.325626848,0.013741302,0,0.89513535,0.001012167,0.623875161,0.616644986,0.846273685,0.27712362,0.026791157,0.565158396,1,0.049867273,1
2473,0,0.61604836,0.672754034,0.644092296,0.625434209,0.625434209,0.999338261,0.797877802,0.809674652,0.303605253,0.781927168,0.000141077,0.000114605,0.443384246,0.0,0.217329689,0.270110826,0.270110826,0.270110826,0.265954429,0.291822876,0.031882874,0.151290612,0.247119078,0.02230914,0.848215946,0.68979438,0.68979438,0.217637323,0.000483158,0.002039322,0.267563388,0.361648225,0.037058231,0.036520243,0.630612252,0.001201908,0.034223176,0.965776824,0.005742305,0.369637181,0.005365848,0.151285684,0.226159415,0.396981336,0.137931034,0.000793321,0.007973802,0.000270559,0.000337398,0.026290323,0.033632478,0.434239389,0.025406616,0.925729893,0.780522349,0.761210362,0.271432711,0.036538234,0.036637182,0.038921803,0.286785201,0.27698539,0.001687811,0.996654754,0.740133322,0.327341372,0.0,0.947453239,0.002880959,0.012706691,0.000384784,0.000401629,0.5941434,0.000366553,0.671698764,0.244081325,0.996654754,0.327341372,0.110933234,0.764086499,0.541557834,0.499100129,0.327398068,0.007829202,0,0.844393234,0.000316368,0.625211064,0.625432323,0.842589482,0.275650513,0.026791157,0.565158396,1,0.110108171,1
2480,0,0.643640618,0.715492804,0.724503453,0.611042246,0.611042246,0.999188396,0.797662683,0.809589894,0.303542895,0.7818678,6010000000.0,3890000000.0,0.459275475,0.000445045,0.0,0.185748599,0.185748599,0.185748599,0.255081781,0.315908609,0.03006791,0.127106913,0.203585147,0.02378325,0.848399781,0.690979376,0.690979376,0.217774176,0.000162126,0.000730964,0.269109728,0.373859022,0.016542226,0.012864214,0.630645128,0.002012603,0.053209179,0.946790821,0.005236634,0.370564302,0.005365848,0.127102773,0.19958525,0.395640274,0.232383808,0.009568543,0.000660926,0.000269413,0.000229219,0.039354839,0.013474729,0.402161869,0.008878005,0.83887797,0.450991959,0.505742955,0.070503693,0.014258993,0.006428493,0.05784718,0.334386077,0.277089207,0.006246054,0.989262604,0.736380925,0.328043427,0.0,0.947353116,0.003367939,0.011730583,0.000112148,0.000104398,0.593969558,4540000000.0,0.671585637,0.446395141,0.989262604,0.328043427,0.110933234,0.669730267,0.471480487,0.553194277,0.317624936,0.017733873,0,0.874132375,0.000311361,0.637491051,0.6110408,0.844473603,0.27623875,0.026802005,0.565209595,1,0.072386084,1
2484,0,0.605518452,0.669701265,0.648053964,0.60548581,0.605478603,0.999074813,0.797644698,0.809518676,0.303749064,0.781788501,8450000000.0,3340000000.0,0.463469297,0.000555056,0.151229882,0.196409759,0.196409759,0.196409759,0.269263496,0.320506472,0.054917797,0.124419836,0.220908338,0.022127437,0.848059733,0.689630519,0.68963049,0.217620665,7760000000.0,0.000502407,0.264893427,0.370925077,0.007534454,0.00695894,0.630650265,0.004372646,0.095595127,0.904404873,0.01199704,0.370891982,0.00646266,0.121745078,0.216552296,0.399205276,0.232383808,0.001284327,0.004924493,0.000485899,0.004001117,0.047096774,0.08225842,0.423249135,0.002595088,0.769849134,0.321164137,0.340233488,0.009024101,0.006938257,0.000565318,0.084413486,0.34584311,0.277205171,0.001895797,0.827065866,0.733096952,0.329474095,0.002426463,0.957589618,0.002831837,0.021313425,5200000000.0,5400000000.0,0.593923902,453000000.0,0.671569775,0.027436213,0.827065866,0.329474095,0.112094509,0.636426824,0.457568008,0.580882208,0.313668694,0.038461989,0,0.871064208,0.010603525,0.623792031,0.605486308,0.845191832,0.277950152,0.026801254,0.565206087,1,0.039845426,1
2493,0,0.598303515,0.653456171,0.629744633,0.605197538,0.605175918,0.999126232,0.797610805,0.809476362,0.30358205,0.781739659,2810000000.0,764000000.0,0.489090192,0.000218022,0.221682357,0.305549703,0.305549703,0.305549703,0.307554127,0.348801019,0.119228035,0.187281166,0.270392408,0.022306059,0.84828513,0.689683379,0.689683379,0.21762329,7890000000.0,0.000509069,0.264912076,0.387904698,0.04491156,0.034078532,0.630626635,0.001330488,0.037458052,0.962541948,0.008094578,0.36991789,0.005424344,0.187242497,0.268124576,0.399778678,0.257871064,0.001803739,0.003507858,0.000124197,0.001727841,0.041935484,0.105532952,0.450193347,0.008265687,0.933671639,0.608042293,0.768994108,0.373140419,0.034181142,0.060340474,0.032408514,0.404530772,0.277114524,0.028035453,0.764227052,0.740611953,0.327158528,0.000898725,0.9688287,0.003695629,0.007719633,0.000121004,9860000000.0,0.593995132,0.000169822,0.671591202,0.075093708,0.764227052,0.327158528,0.11167983,0.696669252,0.492968588,0.64859407,0.320328113,0.006416623,0,0.862232259,0.020134378,0.625622653,0.605196898,0.843571264,0.27574411,0.026794649,0.565174994,1,0.101312653,1
2495,0,0.627260761,0.707097689,0.695647519,0.613384454,0.613247524,0.999203186,0.797695884,0.809604085,0.303569965,0.781882817,8070000000.0,2340000000.0,0.484705132,0.000158016,0.000303674,0.242636214,0.242636214,0.247102946,0.323626737,0.39509797,0.076969614,0.182232717,0.264291632,0.022277029,0.848217534,0.689859445,0.689859445,0.217646432,0.00010409,0.000764877,0.265963432,0.432603107,0.011119466,0.008867268,0.630658827,0.005007341,0.104604408,0.895395592,0.005211579,0.372223949,0.005365848,0.182202355,0.256609607,0.398982882,0.209895052,0.001953882,0.003235461,0.000150374,0.000354041,0.04983871,0.016100936,0.404943353,0.008627036,0.827466057,0.517309559,0.612647007,0.229179965,0.009099804,0.011725438,0.103466243,0.40591298,0.277183431,0.005567765,0.931050426,0.736838758,0.330406438,0.000682036,0.959770217,0.003102726,0.016730365,0.000132553,0.000115702,0.59396054,0.000141699,0.671605713,0.378099219,0.931050426,0.330406438,0.111542831,0.712849788,0.476108339,0.788201316,0.324667059,0.026296529,0,0.881456068,0.002203618,0.624128114,0.613379214,0.846177734,0.278410546,0.026805669,0.565226654,1,0.03618948,1
2508,0,0.607127188,0.64745966,0.637239681,0.619409331,0.619409331,0.999303481,0.797797564,0.809603955,0.303537578,0.781883238,7920000000.0,2770000000.0,0.456801121,0.000162016,0.246684887,0.247482196,0.247482196,0.247482196,0.319750402,0.29603169,0.074171544,0.213744809,0.282895232,0.022133948,0.848073991,0.689490492,0.689490492,0.217603692,0.000110503,0.000518901,0.264461384,0.355519541,0.013264233,0.004524091,0.630700607,0.011191056,0.163074039,0.836925961,0.005472451,0.378692547,0.005365848,0.213697136,0.280559535,0.413466627,0.137931034,0.000789263,0.008008812,2640000000.0,0.000313947,0.039677419,0.012710956,0.40645847,0.007006168,0.86001182,0.264688746,0.733591227,0.071073137,0.004609249,0.003613683,0.104116373,0.332242839,0.277576095,0.022690838,0.604128925,0.741960571,0.332284916,0.00936512,0.952559185,0.003030666,0.011766262,0.000258304,9100000000.0,0.59401597,6810000000.0,0.67157578,0.251074362,0.604128925,0.332284916,0.125274986,0.647633043,0.46001156,0.520319602,0.315540411,0.022091964,0,0.851126386,0.002930724,0.623377921,0.619407203,0.845718192,0.28289501,0.026807769,0.565236383,1,0.022017233,1
2525,0,0.647345586,0.683820323,0.667273409,0.610069329,0.610069329,0.999180539,0.797708473,0.809537815,0.303639333,0.781814466,524000000.0,79800000.0,0.463833321,0.000832083,0.255693896,0.225654208,0.225654208,0.225654208,0.274936182,0.341798118,0.054312809,0.150883479,0.353242449,0.023032652,0.849794138,0.694636562,0.694636562,0.218162442,0.000664943,0.003723269,0.273731652,0.38496144,0.009978752,0.010118692,0.630643416,0.00639984,0.121806693,0.878193307,0.006579844,0.369722177,0.005365848,0.150854137,0.233255411,0.403367795,0.235382309,0.000805494,0.007852547,0.001850351,0.000817018,0.054354839,0.04394636,0.424142376,0.007437485,0.822301023,0.685500903,0.660204911,0.227685983,0.010063071,0.009738382,0.123859538,0.347732064,0.276981502,0.000138272,0.962513585,0.736957126,0.331734967,0.0,0.946898335,0.003271667,0.008186683,0.000196424,0.000210617,0.593971643,0.000187282,0.67163872,0.089779815,0.962513585,0.331734967,0.110933234,0.747403291,0.481000106,0.592663271,0.331132338,0.029247476,0,0.845905765,0.00116408,0.624779476,0.610067702,0.843976232,0.2794204,0.026798433,0.565192851,1,0.030658149,1
2527,0,0.552722664,0.606519843,0.591038064,0.60108246,0.60108246,0.999046389,0.797480488,0.809378193,0.303521384,0.781641133,4230000000.0,1530000000.0,0.463276381,0.000826083,0.246684887,0.229404576,0.229404576,0.229404576,0.277961615,0.331505977,0.185822103,0.169530169,0.242976576,0.022178797,0.848127458,0.689730151,0.689730151,0.217631257,9150000000.0,0.000698448,0.264636222,0.387243396,0.009170642,0.007715035,0.630835194,0.01234372,0.170269371,0.829730629,0.006849894,0.373780707,0.005365848,0.169540932,0.236256693,0.416294782,0.36131934,0.000844045,0.00748622,0.000273808,0.002736252,0.116129032,0.071098512,0.412270188,0.003325928,0.829126135,0.734929143,0.834391137,0.106096092,0.007841521,0.003315638,0.169692769,0.346060154,0.277202157,0.003786155,0.951584345,0.739534562,0.336685776,0.000705775,0.945793109,0.002568849,0.018625676,9650000000.0,890000000.0,0.593940672,3650000000.0,0.671577404,0.059318082,0.951584345,0.336685776,0.112230419,0.662129347,0.462159198,0.594291413,0.318766863,0.031768224,0,0.832909043,0.003998922,0.62406362,0.601078689,0.844058237,0.283731349,0.02684588,0.56540648,1,0.020928096,1
2540,0,0.626627017,0.645224597,0.637828578,0.609009931,0.609009931,0.999135822,0.797603611,0.809449411,0.303549663,0.781718185,8010000000.0,312000000.0,0.459210052,0.000220022,0.326146371,0.194766339,0.194766339,0.194766339,0.263118086,0.313963359,0.071086105,0.15324485,0.22798825,0.022087265,0.848038064,0.689456358,0.689456358,0.217599958,8420000000.0,0.000547849,0.264386787,0.371828546,0.013379053,0.010990821,0.630700949,0.006128088,0.118692747,0.881307253,0.005267196,0.375076887,0.005365848,0.153231716,0.226242365,0.403901005,0.28185907,0.001184909,0.005334369,0.000329028,0.000369171,0.062741935,0.021056651,0.404231021,0.007772596,0.841473552,0.53412417,0.603887544,0.085476914,0.011452342,0.005313446,0.085073097,0.336210811,0.27711384,0.005327583,0.674166097,0.73819263,0.329929855,0.006874032,0.95101884,0.002639965,0.024722987,8550000000.0,7980000000.0,0.593952115,3650000000.0,0.67156874,0.376770588,0.674166097,0.329929855,0.11746628,0.632161231,0.456978616,0.547387754,0.312888442,0.021903448,0,0.855301648,0.000607788,0.624118463,0.60900832,0.844635263,0.279223249,0.026810112,0.565247185,1,0.031544795,1
2554,0,0.565348803,0.611916703,0.610846405,0.620735381,0.620764208,0.999232535,0.797745548,0.809601221,0.303595586,0.781869484,0.000171951,0.000106455,0.475037535,0.000344034,0.178256909,0.252791707,0.252791707,0.252791707,0.263401721,0.337695409,0.036057292,0.140868007,0.218422836,0.022120721,0.848076461,0.689529445,0.689514412,0.217606774,8510000000.0,0.000519925,0.264345603,0.383704035,0.020185272,0.017297848,0.630657457,0.002584375,0.065030081,0.934969919,0.005420727,0.370384246,0.00555779,0.140822708,0.21641656,0.399292358,0.101949025,0.00054173,0.011684037,0.000117892,0.000154326,0.023225806,0.00864533,0.399764818,0.007897302,0.860339671,0.525783837,0.569850415,0.169341544,0.017973366,0.016692839,0.05347142,0.37177571,0.277057451,0.006061175,0.755443813,0.737747789,0.327990625,0.002861823,0.946306517,0.002646379,0.018037617,0.000249586,0.000235654,0.594040997,0.000201589,0.671591131,0.334775909,0.755443813,0.327990625,0.112909946,0.663397614,0.467009428,0.632499485,0.317020813,0.014526569,0,0.839931716,0.002526333,0.624689907,0.620735397,0.842660927,0.276653593,0.026802788,0.565213252,1,0.059312921,1
2562,0,0.53600156,0.59757959,0.585577386,0.600030269,0.600030269,0.999037261,0.797519362,0.809421939,0.303608396,0.781689554,3470000000.0,222000000.0,0.467399747,0.00059506,0.133819212,0.222957313,0.222957313,0.222957313,0.254136334,0.331505977,0.071176853,0.120674212,0.205694057,0.022065283,0.848020335,0.689391148,0.689388003,0.217591812,7260000000.0,0.000499362,0.263870045,0.38725271,0.014085447,0.013609703,0.630671155,0.0047976,0.101702089,0.898297911,0.013263276,0.370162811,0.005365848,0.120385298,0.204351105,0.39865465,0.208395802,0.001314762,0.004806654,0.000583346,0.003739368,0.04483871,0.16913767,0.435177857,0.004853054,0.861362714,0.709249873,0.707968938,0.313670291,0.013649461,0.017519935,0.094734467,0.356488955,0.27701011,0.001479419,0.875035861,0.738903323,0.329992734,0.00137305,0.951593034,0.002840203,0.010453261,0.000135973,0.000142184,0.593973298,0.000171976,0.671591342,0.022836196,0.875035861,0.329992734,0.112328415,0.687868976,0.470387984,0.617399937,0.320962889,0.020813666,0,0.833309552,0.004202111,0.625752267,0.600029238,0.842682559,0.278258555,0.02680715,0.56523352,1,0.03729237,1
2568,0,0.557451372,0.623582643,0.608116066,0.600181611,0.600181611,0.99898642,0.79767126,0.809551616,0.303980128,0.781828221,8800000000.0,8120000000.0,0.472167283,0.0,0.108108108,0.231932915,0.231932915,0.231932915,0.268790772,0.33242555,0.046266467,0.100806123,0.218422836,0.022060827,0.84796708,0.689557144,0.689557144,0.217612346,6450000000.0,0.000481819,0.264431856,0.380742148,0.008177198,0.007993268,0.630613622,0.002963733,0.072255646,0.927744354,0.007901725,0.369637181,0.005518792,0.100762128,0.217509992,0.395939032,0.136431784,0.00094955,0.006653659,0.000720536,0.001068931,0.029677419,0.037181088,0.395140318,0.004591881,0.769587737,0.257565465,0.257331399,0.129250376,0.007976174,0.011507993,0.059251047,0.365299341,0.277050722,0.000875554,0.75765423,0.732960026,0.328251337,0.0,0.952158507,0.002895248,0.013955065,6650000000.0,7230000000.0,0.593929306,0.000103488,0.671581334,0.067304267,0.75765423,0.328251337,0.110933234,0.657531258,0.464272876,0.623957934,0.316373347,0.035524409,0,0.8503188,0.064615461,0.623881392,0.600178359,0.843383495,0.276928327,0.026791522,0.565160137,1,0.05331203,1
2578,0,0.543313996,0.598833406,0.595588629,0.603698525,0.603676905,0.999093301,0.797523374,0.809437823,0.303498423,0.781705554,3710000000.0,1710000000.0,0.4810347,0.000347035,0.029152748,0.359150478,0.359150478,0.359150478,0.301597807,0.350604796,0.138557406,0.180848465,0.24154553,0.022111112,0.848046969,0.689396284,0.689396284,0.217592797,7830000000.0,0.000452997,0.264018463,0.380276443,0.033618616,0.022564309,0.630783482,0.004375382,0.095625359,0.904374641,0.006088411,0.373558154,0.005365848,0.180867002,0.240577634,0.398091967,0.178410795,0.003516176,0.001798332,0.00012458,0.000518201,0.035967742,0.051064142,0.414508944,0.01433267,0.868101516,0.38695981,0.519318327,0.217850605,0.024177558,0.038966745,0.029253657,0.357780259,0.27714819,0.024712108,0.278855368,0.739105219,0.327322118,0.013785425,0.943154118,0.002787264,0.010915438,0.000117627,9000000000.0,0.593988941,0.000142552,0.671557806,0.187169847,0.278855368,0.327322118,0.1209351,0.614277815,0.451758444,0.618431466,0.310610612,0.008653875,0,0.831576003,0.018835562,0.534543625,0.603700311,0.84248421,0.277952233,0.026844441,0.565400269,1,0.039826587,1
2583,0,0.546092722,0.604666376,0.59259061,0.598819528,0.598877182,0.998922638,0.798067882,0.809865782,0.304806739,0.782167309,0.000130785,2920000000.0,0.467211863,0.000236024,0.13817188,0.267666765,0.267666765,0.267666765,0.27191075,0.327827686,0.021401455,0.091442065,0.22294193,0.021996177,0.847884779,0.68932692,0.68932692,0.217585089,8270000000.0,0.000486835,0.263507161,0.377575351,0.006045535,0.005677572,0.63069821,0.004351672,0.095292802,0.904707198,0.007341049,0.372748461,0.007048235,0.091398375,0.221996833,0.394887349,0.046476762,0.00063912,0.009907052,0.000258904,0.000240566,0.016129032,0.00905953,0.390787183,0.004548704,0.751256047,0.158099216,0.163257448,0.062404513,0.005744173,0.006457333,0.050916461,0.349461394,0.27899589,0.001134651,0.495814555,0.731960171,0.328164048,0.020281927,0.968078011,0.003200023,0.006793291,0.000153872,0.000154972,0.593916485,0.000160665,0.671623743,0.085076584,0.495814555,0.328164048,0.115686034,0.668780862,0.466080032,0.592171019,0.318129103,0.047554546,0,0.834556573,0.021225585,0.623663045,0.598819466,0.842684061,0.277935059,0.026814446,0.56526705,1,0.039982793,1
2590,0,0.658606737,0.720671609,0.708174956,0.625801756,0.625801756,0.999253334,0.797739185,0.809609163,0.303540478,0.781892642,0.000231967,0.000168936,0.445395603,0.0,0.106589736,0.214782352,0.214782352,0.214782352,0.26973622,0.295536535,0.037826883,0.146812149,0.227461023,0.023790978,0.849122029,0.69624516,0.69624516,0.218385944,0.000311883,0.001474105,0.27140748,0.353349354,0.02712004,0.024782685,0.630612252,0.002247878,0.058227772,0.941772228,0.007314992,0.369637181,0.005365848,0.14678294,0.21790966,0.399738486,0.224887556,0.001215343,0.005204575,0.000185914,0.001337488,0.040645161,0.013116343,0.404728523,0.002039116,0.944476565,0.877017355,0.910013681,0.349226483,0.025168462,0.028985319,0.063596077,0.29265007,0.277024233,0.005386801,1.0,0.741923829,0.328272109,0.0,0.95335812,0.002554856,0.036526325,0.000258452,0.000254904,0.594059712,0.000270282,0.671622244,0.087627353,1.0,0.328272109,0.110933234,0.726421618,0.49425708,0.470028491,0.324294172,0.010776407,0,0.865432461,0.000134391,0.624253641,0.625803024,0.844062667,0.276409585,0.026791157,0.565158396,1,0.0662424,1
2593,0,0.633354458,0.668665504,0.652390385,0.633195924,0.633195924,0.99915119,0.797619797,0.809469982,0.303545796,0.781740361,0.000452833,0.0,0.465220637,0.000357036,0.280089078,0.431208124,0.431208124,0.431208124,0.779521603,0.462226781,0.720964351,0.735444996,0.792347669,0.022146353,0.848106941,0.689630375,0.689630375,0.217619971,6840000000.0,0.000670075,0.264884102,0.39520696,0.007806528,0.006564673,0.630773209,0.02231463,0.210569278,0.789430722,0.008624776,0.38133076,0.005365848,0.735429186,0.792104668,0.423856178,0.292353823,0.0008339,0.007586127,0.000110822,0.008482609,0.147741935,0.012725644,0.400013568,0.00023599,0.80923905,0.819367775,0.923809867,0.23959477,0.006735071,0.005793763,0.219444217,0.35216728,0.277298953,0.003121284,1.0,0.740237128,0.346041358,0.0,0.956591116,0.002318887,0.146298615,0.000121574,0.000112066,0.593936152,9130000000.0,0.671569902,0.021229483,1.0,0.346041358,0.110933234,0.634796963,0.458281704,0.642437287,0.311965783,0.037163268,0,0.872134987,0.000128793,0.623754054,0.633190743,0.852145626,0.290962374,0.026828369,0.565329797,1,0.016177409,1
2599,0,0.580217423,0.631541648,0.616092939,0.604938094,0.604938094,0.999065107,0.797495429,0.809390822,0.303508332,0.781655027,8560000000.0,0.0,0.46716657,0.000421042,0.228363195,0.200665796,0.200665796,0.200665796,0.266427153,0.328570418,0.128605351,0.157886166,0.223393839,0.022202517,0.848186136,0.689510632,0.689510632,0.2176062,7660000000.0,0.000488682,0.264389118,0.379242577,0.016667655,0.011064434,0.630755058,0.007521498,0.133567131,0.866432869,0.013722785,0.372861415,0.007428463,0.157856596,0.222464369,0.406012409,0.415292354,0.00253822,0.002491706,0.000158973,0.009115041,0.091774194,0.034217059,0.403857896,0.000489623,0.880681898,0.52341957,0.744899896,0.109023687,0.01131083,0.006829628,0.084415962,0.351087815,0.277231392,0.014178817,0.594931683,0.741712442,0.330239563,0.006698642,0.949411764,0.002449533,0.041622249,6590000000.0,477000000.0,0.593949711,3050000000.0,0.671574975,0.022325579,0.594931683,0.330239563,0.119478732,0.655318121,0.461630948,0.609843652,0.316671424,0.017600333,0,0.849459127,0.003711874,0.623920253,0.60493646,0.844558197,0.280233595,0.026826417,0.565321096,1,0.027666472,1
2602,0,0.565202554,0.616550371,0.59992505,0.60431831,0.60431831,0.999058868,0.797486022,0.809380797,0.30350519,0.78164422,8200000000.0,0.0,0.464398648,0.000512051,0.260856362,0.200286545,0.200286545,0.200286545,0.259903564,0.328570418,0.127909615,0.153733409,0.2191007,0.022118524,0.848053698,0.689417059,0.689417059,0.217595625,782000000.0,0.000476579,0.264030119,0.377053761,0.009999969,0.006681331,0.630874235,0.008717023,0.144511292,0.855488708,0.018013371,0.373752748,0.005595569,0.153744687,0.217834251,0.405724368,0.391304348,0.003189514,0.001982777,0.000167571,0.01489998,0.09016129,0.049272212,0.408064042,0.000370949,0.838605593,0.56670721,0.809005126,0.340377191,0.006778788,0.011928567,0.151270649,0.349663315,0.277389076,0.008669647,0.996136414,0.739018624,0.333970436,0.0,0.946109164,0.002411247,0.041418586,7910000000.0,5680000000.0,0.593940037,0.000101997,0.671572337,0.010962822,0.996136414,0.333970436,0.110933234,0.643103044,0.459305086,0.606767562,0.314597889,0.029185913,0,0.83991294,0.004269,0.623787308,0.604317978,0.844016876,0.281100844,0.026854856,0.56544486,1,0.025311119,1
